job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,education_required,years_experience,industry,company_size,posting_date,year,company_name
Computer Vision Engineer,119308,Senior,Freelance,Canada,Hybrid,"Computer Vision, Hadoop, Python, GCP",Bachelor,8,Education,Small(<50),01-01-2025,2025,Machine Intelligence Group
ML Ops Engineer,62680,Entry,Full-time,Australia,Hybrid,"GCP, Java, SQL, R",Associate,1,Technology,Mid(50-250),07-11-2024,2024,Advanced Robotics
Data Scientist,272438,Executive,Part-time,Australia,Hybrid,"AWS, Scala, NLP, PyTorch",PhD,17,Consulting,Large(>250),10-03-2024,2024,Cognitive Computing
AI Software Engineer,174329,Senior,Contract,Netherlands,Fully remote,"R, NLP, Java",Master,7,Energy,Large(>250),30-04-2024,2024,Smart Analytics
Computer Vision Engineer,46653,Entry,Contract,Israel,No remote,"Python, GCP, Statistics",Associate,0,Technology,Small(<50),20-04-2024,2024,DeepTech Ventures
Head of AI,173890,Executive,Full-time,Israel,Fully remote,"MLOps, Python, TensorFlow, Data Visualization, GCP",Associate,17,Finance,Mid(50-250),08-04-2024,2024,Cloud AI Solutions
Deep Learning Engineer,338945,Executive,Full-time,Switzerland,Hybrid,"MLOps, Git, Statistics",Master,14,Government,Mid(50-250),06-04-2024,2024,Advanced Robotics
AI Architect,140480,Senior,Part-time,South Korea,Hybrid,"Deep Learning, AWS, Tableau, Azure",Master,7,Retail,Large(>250),19-06-2024,2024,Cognitive Computing
Data Engineer,92646,Mid,Full-time,Israel,Fully remote,"Spark, R, Statistics",PhD,2,Education,Small(<50),07-06-2024,2024,Autonomous Tech
Data Engineer,54404,Executive,Part-time,India,No remote,"PyTorch, MLOps, TensorFlow",PhD,10,Media,Mid(50-250),05-05-2024,2024,Machine Intelligence Group
AI Specialist,113043,Senior,Contract,United Kingdom,No remote,"Deep Learning, Computer Vision, Tableau, Spark",PhD,8,Consulting,Mid(50-250),30-01-2025,2025,Digital Transformation LLC
Data Analyst,159400,Executive,Contract,France,Hybrid,"Deep Learning, Mathematics, TensorFlow",Bachelor,14,Real Estate,Small(<50),23-01-2025,2025,Machine Intelligence Group
Deep Learning Engineer,31170,Entry,Freelance,China,No remote,"Kubernetes, TensorFlow, MLOps",PhD,0,Transportation,Small(<50),01-11-2024,2024,Advanced Robotics
Principal Data Scientist,108438,Mid,Freelance,Sweden,No remote,"Docker, NLP, Python",Bachelor,2,Real Estate,Mid(50-250),02-08-2024,2024,Smart Analytics
AI Architect,111346,Senior,Full-time,United States,Hybrid,"Scala, Python, TensorFlow, Kubernetes, Statistics",Bachelor,7,Retail,Small(<50),11-11-2024,2024,Predictive Systems
Deep Learning Engineer,223449,Executive,Full-time,Denmark,No remote,"Linux, Computer Vision, Git",Associate,16,Real Estate,Small(<50),13-03-2024,2024,AI Innovations
Computer Vision Engineer,48324,Entry,Full-time,Sweden,Hybrid,"Docker, Azure, Tableau, Kubernetes",Bachelor,0,Telecommunications,Small(<50),10-10-2024,2024,AI Innovations
Autonomous Systems Engineer,66696,Entry,Full-time,Australia,Fully remote,"Docker, Scala, Computer Vision, Git",Bachelor,1,Retail,Mid(50-250),01-07-2024,2024,Smart Analytics
AI Research Scientist,210386,Executive,Contract,Sweden,Hybrid,"Java, Git, GCP",Bachelor,16,Consulting,Small(<50),30-11-2024,2024,DataVision Ltd
Machine Learning Researcher,48698,Mid,Contract,China,No remote,"Python, Java, AWS, NLP",PhD,3,Finance,Mid(50-250),22-11-2024,2024,Smart Analytics
Machine Learning Researcher,60193,Entry,Contract,Austria,Hybrid,"Python, TensorFlow, Azure, SQL, PyTorch",Bachelor,0,Government,Mid(50-250),12-02-2024,2024,Cognitive Computing
AI Specialist,60740,Entry,Part-time,United States,Fully remote,"AWS, R, Deep Learning, Python, Scala",Bachelor,0,Consulting,Mid(50-250),20-03-2024,2024,Future Systems
AI Specialist,118920,Mid,Contract,Norway,No remote,"Deep Learning, SQL, Statistics, Mathematics, Java",Master,3,Education,Small(<50),19-08-2024,2024,Future Systems
Principal Data Scientist,87000,Entry,Contract,Australia,Fully remote,"R, SQL, Tableau",Associate,1,Finance,Large(>250),31-07-2024,2024,DataVision Ltd
Deep Learning Engineer,204824,Executive,Contract,Israel,No remote,"Hadoop, Computer Vision, Python, MLOps, Kubernetes",Bachelor,12,Media,Mid(50-250),20-09-2024,2024,Advanced Robotics
Principal Data Scientist,87194,Mid,Part-time,Norway,No remote,"Computer Vision, Python, Tableau",Associate,2,Technology,Small(<50),18-07-2024,2024,Neural Networks Co
Autonomous Systems Engineer,232255,Executive,Contract,Norway,Fully remote,"Deep Learning, Azure, PyTorch",Associate,16,Automotive,Large(>250),28-05-2024,2024,Digital Transformation LLC
Data Engineer,101827,Mid,Freelance,Sweden,Hybrid,"Azure, Docker, Git, NLP",Master,4,Telecommunications,Large(>250),05-10-2024,2024,Future Systems
Head of AI,240245,Executive,Freelance,United Kingdom,Fully remote,"Scala, R, Data Visualization, Computer Vision",PhD,16,Retail,Large(>250),06-05-2024,2024,DeepTech Ventures
Data Scientist,167576,Senior,Contract,Sweden,Hybrid,"Tableau, Hadoop, R, Python",Bachelor,9,Energy,Large(>250),06-03-2025,2025,Neural Networks Co
AI Research Scientist,215103,Executive,Contract,Canada,No remote,"Python, Git, TensorFlow, Docker, Linux",Master,13,Finance,Mid(50-250),31-05-2024,2024,Smart Analytics
Machine Learning Engineer,48369,Entry,Part-time,Austria,No remote,"GCP, Kubernetes, SQL, Hadoop, Docker",PhD,1,Telecommunications,Small(<50),05-06-2024,2024,Quantum Computing Inc
Research Scientist,133879,Senior,Full-time,Singapore,Fully remote,"Docker, Scala, GCP, Deep Learning",Bachelor,9,Automotive,Small(<50),25-09-2024,2024,Machine Intelligence Group
Machine Learning Researcher,28565,Entry,Full-time,China,Fully remote,"Statistics, Linux, SQL, Scala",Master,0,Healthcare,Large(>250),23-02-2025,2025,Cognitive Computing
ML Ops Engineer,159550,Mid,Part-time,Denmark,Hybrid,"Tableau, Linux, Kubernetes",PhD,3,Consulting,Large(>250),17-01-2024,2024,DataVision Ltd
ML Ops Engineer,78403,Mid,Freelance,Netherlands,No remote,"MLOps, GCP, Data Visualization, Git",PhD,2,Automotive,Mid(50-250),11-04-2025,2025,Neural Networks Co
Head of AI,87867,Entry,Contract,Sweden,Hybrid,"Linux, Git, Statistics",Associate,0,Consulting,Large(>250),26-04-2025,2025,Algorithmic Solutions
Machine Learning Engineer,116358,Senior,Contract,Israel,Hybrid,"NLP, Kubernetes, Docker, Deep Learning, GCP",Bachelor,8,Telecommunications,Large(>250),28-01-2025,2025,Future Systems
ML Ops Engineer,198454,Executive,Part-time,Singapore,Hybrid,"Hadoop, Statistics, Mathematics, Kubernetes, R",Bachelor,18,Gaming,Large(>250),05-02-2024,2024,AI Innovations
Data Analyst,118657,Senior,Part-time,Germany,Fully remote,"MLOps, SQL, Kubernetes, Mathematics",Associate,6,Gaming,Mid(50-250),03-12-2024,2024,DataVision Ltd
Research Scientist,86457,Entry,Contract,Israel,Fully remote,"Mathematics, Java, Git, Linux, Computer Vision",Bachelor,1,Media,Large(>250),05-04-2024,2024,Digital Transformation LLC
AI Research Scientist,52898,Entry,Part-time,France,Hybrid,"Scala, Tableau, Computer Vision, Java, Git",PhD,1,Energy,Mid(50-250),15-12-2024,2024,Machine Intelligence Group
Deep Learning Engineer,25159,Entry,Part-time,India,Hybrid,"Data Visualization, Spark, AWS",Master,0,Manufacturing,Mid(50-250),02-04-2024,2024,Predictive Systems
AI Research Scientist,67708,Mid,Contract,Ireland,Hybrid,"Python, Java, SQL, Linux",Bachelor,4,Transportation,Small(<50),19-04-2024,2024,Smart Analytics
Machine Learning Engineer,214023,Executive,Freelance,Denmark,No remote,"R, SQL, Tableau, AWS, Java",Bachelor,13,Energy,Large(>250),28-03-2025,2025,AI Innovations
AI Product Manager,110880,Senior,Contract,Singapore,No remote,"MLOps, R, Linux, Python",Master,7,Retail,Mid(50-250),15-02-2024,2024,Cognitive Computing
Data Engineer,49214,Entry,Contract,South Korea,Hybrid,"AWS, Linux, Kubernetes",PhD,1,Healthcare,Mid(50-250),05-01-2025,2025,Quantum Computing Inc
Robotics Engineer,65197,Mid,Part-time,South Korea,Hybrid,"PyTorch, Hadoop, TensorFlow, Java",Associate,4,Technology,Small(<50),04-12-2024,2024,Quantum Computing Inc
AI Consultant,94494,Mid,Part-time,Australia,Hybrid,"Kubernetes, SQL, Tableau",PhD,2,Real Estate,Small(<50),10-10-2024,2024,AI Innovations
ML Ops Engineer,93560,Entry,Freelance,Switzerland,Hybrid,"Linux, AWS, Tableau, Spark, Git",Associate,1,Telecommunications,Mid(50-250),20-08-2024,2024,Predictive Systems
Deep Learning Engineer,65918,Entry,Contract,Ireland,Hybrid,"Docker, Python, Mathematics, Kubernetes, Git",Master,1,Retail,Small(<50),09-11-2024,2024,DataVision Ltd
AI Product Manager,136380,Senior,Freelance,Austria,Fully remote,"Mathematics, Tableau, Scala",PhD,6,Consulting,Large(>250),28-01-2025,2025,DataVision Ltd
Computer Vision Engineer,58677,Entry,Freelance,Finland,Fully remote,"R, PyTorch, Azure, SQL, Statistics",Master,1,Gaming,Mid(50-250),04-06-2024,2024,Digital Transformation LLC
AI Specialist,78838,Mid,Full-time,Israel,No remote,"Deep Learning, GCP, Git, Python",Bachelor,2,Energy,Mid(50-250),26-07-2024,2024,Autonomous Tech
AI Architect,269456,Executive,Contract,Norway,Hybrid,"Python, Scala, Azure, Deep Learning, Computer Vision",Bachelor,15,Telecommunications,Mid(50-250),10-02-2024,2024,Cloud AI Solutions
AI Research Scientist,134951,Senior,Freelance,Sweden,Fully remote,"Tableau, Deep Learning, GCP, Python, TensorFlow",Bachelor,9,Automotive,Large(>250),28-01-2024,2024,Smart Analytics
AI Specialist,71037,Entry,Part-time,Ireland,No remote,"Hadoop, R, Java",PhD,0,Healthcare,Small(<50),27-01-2025,2025,Cognitive Computing
Deep Learning Engineer,81347,Entry,Full-time,Switzerland,No remote,"Deep Learning, Kubernetes, Linux",PhD,1,Healthcare,Mid(50-250),11-12-2024,2024,AI Innovations
Deep Learning Engineer,42928,Mid,Part-time,China,No remote,"Docker, Linux, TensorFlow",Bachelor,3,Government,Small(<50),02-03-2024,2024,DeepTech Ventures
AI Architect,133466,Senior,Part-time,Canada,No remote,"PyTorch, TensorFlow, Azure",Associate,7,Technology,Large(>250),25-07-2024,2024,Cloud AI Solutions
Robotics Engineer,199990,Executive,Full-time,Norway,Fully remote,"Docker, Kubernetes, AWS, Java",Associate,10,Education,Mid(50-250),13-11-2024,2024,Cloud AI Solutions
Machine Learning Researcher,146195,Executive,Full-time,Finland,Hybrid,"Spark, Statistics, Hadoop",Master,17,Healthcare,Small(<50),04-10-2024,2024,Digital Transformation LLC
NLP Engineer,98140,Entry,Freelance,Netherlands,Fully remote,"Kubernetes, R, Tableau, Data Visualization, AWS",Master,1,Finance,Large(>250),01-01-2024,2024,AI Innovations
Data Analyst,37739,Entry,Part-time,China,Fully remote,"Linux, Kubernetes, Data Visualization, MLOps",Associate,0,Retail,Large(>250),24-02-2024,2024,Neural Networks Co
Deep Learning Engineer,76141,Mid,Contract,Ireland,Hybrid,"Docker, SQL, PyTorch",Associate,4,Manufacturing,Small(<50),13-02-2024,2024,Algorithmic Solutions
Robotics Engineer,168289,Executive,Part-time,United States,Hybrid,"Scala, NLP, Git, Kubernetes",Bachelor,15,Transportation,Small(<50),11-03-2024,2024,Smart Analytics
ML Ops Engineer,35309,Mid,Contract,India,No remote,"Linux, PyTorch, NLP",PhD,4,Government,Mid(50-250),01-02-2025,2025,AI Innovations
Head of AI,252143,Executive,Contract,Netherlands,Fully remote,"Docker, Data Visualization, Hadoop, Statistics",Bachelor,13,Automotive,Mid(50-250),08-03-2025,2025,Digital Transformation LLC
Robotics Engineer,61954,Entry,Part-time,Sweden,Fully remote,"SQL, MLOps, PyTorch, Hadoop",Master,1,Education,Mid(50-250),16-09-2024,2024,Quantum Computing Inc
Deep Learning Engineer,128736,Senior,Full-time,Sweden,No remote,"Git, Hadoop, Mathematics, SQL, R",PhD,5,Finance,Small(<50),20-09-2024,2024,Machine Intelligence Group
AI Product Manager,90524,Mid,Contract,Germany,Hybrid,"NLP, Java, Deep Learning, Git",Bachelor,3,Consulting,Large(>250),02-08-2024,2024,Smart Analytics
Machine Learning Researcher,164213,Executive,Full-time,United Kingdom,No remote,"Git, Hadoop, MLOps",Associate,19,Retail,Mid(50-250),30-07-2024,2024,Quantum Computing Inc
Data Analyst,106152,Mid,Full-time,Singapore,No remote,"R, Git, Linux",Associate,4,Transportation,Large(>250),03-04-2025,2025,DeepTech Ventures
Robotics Engineer,101811,Senior,Contract,France,Hybrid,"Kubernetes, Python, Tableau",Associate,9,Transportation,Mid(50-250),31-03-2024,2024,Neural Networks Co
Machine Learning Engineer,130689,Senior,Full-time,Japan,No remote,"R, Spark, Data Visualization, Statistics, Azure",Master,8,Manufacturing,Mid(50-250),02-04-2024,2024,Neural Networks Co
NLP Engineer,134597,Executive,Freelance,Finland,No remote,"GCP, Java, PyTorch",Associate,14,Gaming,Small(<50),07-03-2024,2024,TechCorp Inc
Data Scientist,127982,Senior,Part-time,South Korea,Hybrid,"Spark, Kubernetes, Git, Tableau, Python",Bachelor,9,Automotive,Large(>250),01-04-2024,2024,Cognitive Computing
AI Software Engineer,76846,Entry,Part-time,United States,Fully remote,"NLP, Deep Learning, Spark, MLOps",Master,0,Manufacturing,Large(>250),13-04-2024,2024,Cognitive Computing
AI Software Engineer,121507,Senior,Freelance,United States,Fully remote,"Tableau, Kubernetes, AWS, GCP",Associate,7,Telecommunications,Mid(50-250),05-02-2025,2025,Machine Intelligence Group
Principal Data Scientist,190021,Executive,Freelance,Norway,Fully remote,"Deep Learning, Java, Spark, Git",Associate,15,Transportation,Small(<50),23-03-2024,2024,Digital Transformation LLC
Robotics Engineer,146680,Senior,Full-time,Canada,Hybrid,"Scala, PyTorch, Computer Vision, Hadoop",Master,5,Energy,Large(>250),06-04-2024,2024,Autonomous Tech
Autonomous Systems Engineer,82088,Entry,Contract,United Kingdom,No remote,"AWS, Linux, MLOps",PhD,1,Manufacturing,Mid(50-250),11-01-2024,2024,Algorithmic Solutions
Computer Vision Engineer,142953,Senior,Contract,Ireland,Hybrid,"Kubernetes, Java, MLOps, GCP, Mathematics",Bachelor,6,Technology,Large(>250),16-01-2024,2024,Quantum Computing Inc
AI Specialist,178787,Executive,Part-time,Israel,No remote,"Docker, Data Visualization, NLP",PhD,15,Technology,Small(<50),27-04-2025,2025,AI Innovations
Data Engineer,216277,Executive,Part-time,Austria,Fully remote,"Git, Java, MLOps",Master,13,Telecommunications,Mid(50-250),23-02-2024,2024,Cognitive Computing
Data Scientist,94882,Mid,Full-time,Finland,Hybrid,"Data Visualization, Java, Git, Python, SQL",PhD,3,Education,Large(>250),15-01-2025,2025,Smart Analytics
Data Scientist,73031,Entry,Part-time,United Kingdom,Hybrid,"Computer Vision, Tableau, Python, TensorFlow",Associate,1,Education,Large(>250),10-11-2024,2024,Smart Analytics
Data Engineer,126700,Executive,Part-time,Sweden,No remote,"Linux, Hadoop, Python, TensorFlow",Bachelor,17,Manufacturing,Small(<50),18-05-2024,2024,Machine Intelligence Group
Head of AI,95630,Mid,Full-time,United Kingdom,Fully remote,"Scala, Mathematics, Java, Spark, AWS",Master,3,Finance,Small(<50),28-10-2024,2024,Algorithmic Solutions
Deep Learning Engineer,75175,Entry,Contract,United States,Fully remote,"NLP, Linux, SQL",Bachelor,1,Transportation,Small(<50),10-02-2025,2025,DataVision Ltd
Machine Learning Engineer,83872,Mid,Part-time,Israel,No remote,"Scala, R, Tableau, Mathematics, Linux",PhD,2,Healthcare,Large(>250),17-07-2024,2024,AI Innovations
Data Scientist,156742,Senior,Full-time,Israel,No remote,"Deep Learning, R, Java",Bachelor,8,Finance,Large(>250),07-07-2024,2024,Smart Analytics
Principal Data Scientist,111290,Senior,Full-time,Finland,Hybrid,"R, Kubernetes, Docker, GCP",PhD,6,Telecommunications,Mid(50-250),30-01-2025,2025,Cloud AI Solutions
Computer Vision Engineer,83694,Mid,Contract,United Kingdom,No remote,"Scala, SQL, Hadoop",Bachelor,3,Media,Mid(50-250),28-03-2025,2025,AI Innovations
Principal Data Scientist,63711,Entry,Full-time,France,Hybrid,"Scala, SQL, R",PhD,0,Telecommunications,Mid(50-250),14-12-2024,2024,Algorithmic Solutions
Machine Learning Engineer,108037,Mid,Freelance,Netherlands,Fully remote,"GCP, SQL, MLOps, Data Visualization",Associate,2,Real Estate,Mid(50-250),29-03-2024,2024,Cognitive Computing
Machine Learning Engineer,151599,Senior,Freelance,Singapore,No remote,"Hadoop, Scala, SQL, Kubernetes, AWS",Master,5,Healthcare,Mid(50-250),05-04-2025,2025,Quantum Computing Inc
AI Architect,113115,Mid,Contract,Netherlands,Hybrid,"Docker, Spark, Hadoop, NLP",Bachelor,3,Energy,Large(>250),18-04-2024,2024,Advanced Robotics
Head of AI,213162,Executive,Freelance,Israel,No remote,"Spark, Python, Tableau, Azure",PhD,18,Real Estate,Mid(50-250),20-03-2024,2024,Machine Intelligence Group
Deep Learning Engineer,172013,Executive,Contract,Australia,Hybrid,"R, TensorFlow, Linux, Spark, Mathematics",PhD,16,Manufacturing,Large(>250),12-05-2024,2024,Cognitive Computing
NLP Engineer,81655,Executive,Part-time,China,No remote,"Python, Linux, Git, TensorFlow",Bachelor,12,Consulting,Large(>250),10-12-2024,2024,Advanced Robotics
NLP Engineer,70576,Mid,Freelance,France,Fully remote,"Computer Vision, R, Azure",PhD,2,Energy,Small(<50),11-07-2024,2024,Cognitive Computing
Machine Learning Engineer,27457,Mid,Freelance,India,No remote,"Kubernetes, Java, Azure",Bachelor,4,Education,Mid(50-250),15-04-2025,2025,Quantum Computing Inc
AI Product Manager,115606,Senior,Contract,Singapore,Fully remote,"R, SQL, Scala, Mathematics",Associate,9,Retail,Mid(50-250),21-11-2024,2024,Predictive Systems
ML Ops Engineer,85378,Entry,Part-time,Austria,Fully remote,"Computer Vision, Git, Kubernetes",Associate,1,Government,Large(>250),09-07-2024,2024,DeepTech Ventures
AI Specialist,305455,Executive,Part-time,Switzerland,No remote,"Git, Azure, Statistics, R",Master,16,Healthcare,Mid(50-250),29-03-2024,2024,DataVision Ltd
Robotics Engineer,115424,Mid,Full-time,Finland,No remote,"Python, Git, Deep Learning, Spark",Bachelor,4,Finance,Large(>250),23-02-2024,2024,Autonomous Tech
AI Consultant,73524,Entry,Freelance,United States,No remote,"Python, PyTorch, NLP",Bachelor,0,Government,Small(<50),05-03-2024,2024,AI Innovations
AI Research Scientist,164239,Executive,Full-time,Germany,Hybrid,"Python, Computer Vision, Azure, Java",Bachelor,17,Telecommunications,Mid(50-250),09-01-2024,2024,Smart Analytics
Head of AI,187030,Executive,Full-time,South Korea,Hybrid,"Docker, Python, R, Kubernetes",PhD,17,Retail,Small(<50),28-01-2025,2025,Cloud AI Solutions
Principal Data Scientist,201791,Executive,Contract,Australia,Hybrid,"PyTorch, AWS, Python, NLP",Bachelor,12,Automotive,Small(<50),06-04-2024,2024,AI Innovations
AI Product Manager,189693,Executive,Full-time,Norway,No remote,"Computer Vision, PyTorch, Spark",Associate,13,Technology,Mid(50-250),30-06-2024,2024,Autonomous Tech
Data Engineer,65796,Entry,Part-time,Austria,No remote,"Spark, AWS, Linux, TensorFlow, Azure",Associate,1,Real Estate,Large(>250),29-03-2025,2025,Autonomous Tech
Principal Data Scientist,50207,Entry,Full-time,France,Hybrid,"Docker, Scala, GCP, Mathematics",PhD,0,Gaming,Small(<50),03-04-2024,2024,Future Systems
Data Scientist,90924,Mid,Contract,Germany,No remote,"Java, R, NLP, GCP, Linux",Bachelor,3,Technology,Mid(50-250),01-05-2024,2024,Future Systems
